Cluster_Number,Node_Index,Node_Latitude,Node_Longitude,Distance
234,9011,40.9803,-72.3821,0.0
235,41,43.336452,-70.501556,0.0
236,4177,40.975747,-72.390162,0.0
237,6904,41.00502,-72.5739,0.0
238,6634,41.30891,-72.15365,0.0
239,344,41.149035,-71.545401,0.0
240,281,40.994655,-73.58416,0.0
241,9057,40.98071,-72.69264,0.0
242,10074,40.99691,-72.02865,0.0
243,3426,41.015,-72.5617,1.650000000097407e-05
244,9167,40.782414,-73.899109,0.0
245,4184,40.977172,-73.135984,0.0
246,3434,40.8355,-72.477,0.0
247,9037,40.9626,-72.4361,0.0
248,6977,41.0392,-72.0208,0.0
249,6968,41.0203,-72.1116,0.0
250,10396,38.9255,-76.2822,0.0
251,637,41.288536,-69.957569,0.0
252,10737,37.4972,-76.2729,0.0
253,4126,40.959948,-73.028537,0.0
254,9740,40.96917,-72.95397,0.0
255,10119,40.87566,-72.45328,0.0
256,3988,40.89481,-72.286039,0.0
257,3676,40.605371,-73.57005,0.0
258,7548,41.06224,-72.40881,0.0
259,7144,41.2135,-72.3114,0.0
260,873,41.405828,-70.232991,0.0
261,5742,37.727839,-75.123585,4.588731971971827
262,5289,38.079994,-74.878514,0.0
263,7500,41.25514,-72.47533,0.0
264,4110,40.952063,-72.430286,0.0
265,9005,40.99894,-72.08293,0.0
266,4116,40.95399,-73.909335,0.0
267,7540,41.00334,-72.3486,0.0
268,4102,40.944936,-72.444984,0.0
269,9018,40.9427,-72.5626,0.0
270,4917,39.555532,-73.68854,0.0
271,9067,40.9634,-72.92155,0.0
272,304,41.062614,-73.0955,0.0
273,9739,40.96877,-72.97843,0.0
274,6660,41.30872,-71.99249,0.0
275,494,41.236242,-72.531929,0.0
276,9031,40.9267,-72.5228,0.0
277,4181,40.976706,-72.914676,0.0
278,9029,40.9298,-72.5533,0.0
279,4187,40.977959,-73.889224,0.0
280,4401,41.087919,-72.450455,0.0
281,3401,40.965,-73.0433,1.650000000097407e-05
282,3632,40.577381,-73.520894,0.0
283,523,41.240124,-72.509556,0.0
284,4143,40.966659,-73.029579,0.0
285,554,41.25082,-72.307773,0.0
286,10884,37.9041,-76.2513,0.0
287,9687,40.94465,-73.48196,0.0
288,12173,43.8114,-70.0213,0.0
289,4338,41.049078,-72.495962,0.0
290,111,41.634557,-70.181275,0.0
291,8963,40.84123,-72.47635,0.0
292,3921,40.834213,-72.467204,0.0
293,7476,41.00681,-73.60526,0.0
294,8987,40.8445,-72.5046,0.0
295,4191,40.978955,-72.742407,0.0
296,414,41.210365,-72.472073,0.0
297,9038,40.9714,-72.4202,0.0
298,8637,40.576,-73.8752,0.0
299,6939,41.0123,-72.3972,0.0
300,4310,41.038179,-72.536488,0.0
301,9032,40.9312,-72.5082,0.0
302,9957,40.61259,-73.56507,0.0
303,9004,40.9916,-72.09788,0.0
304,11596,44.5385,-68.7643,0.0
305,3990,40.895712,-73.47757,0.0
306,4961,39.755776,-74.08543,0.0
307,7097,41.1645,-72.5358,0.0
308,4289,41.02679,-72.424259,0.0
309,4407,41.091893,-72.347445,0.0
310,4038,40.920513,-72.460525,0.0
311,9076,40.93729,-73.15653,0.0
312,1258,41.536329,-70.421448,0.0
313,4170,40.973667,-73.906533,0.0
314,4145,40.967249,-72.77905,0.0
315,4322,41.044198,-72.517771,0.0
316,4903,39.517295,-73.681637,0.0
317,4240,41.000493,-72.610756,0.0
318,5678,37.495561,-75.240874,0.0
319,3946,40.856163,-73.921323,0.044815169709721
320,283,40.997965,-73.561547,0.0
321,9019,40.9506,-72.552,0.0
322,9013,40.9117,-72.4626,0.0
323,3705,40.62436,-73.88927,0.0037596192273563
324,4037,40.920447,-73.579189,0.0
325,8981,40.8524,-72.4954,0.0
326,4244,41.001862,-72.101749,0.0
327,4258,41.010715,-71.959479,0.0
328,7564,41.06905,-72.3846,0.0
329,10116,40.88044,-72.46904,0.0
330,451,41.223588,-72.443978,0.0
331,6632,41.3133,-72.17533,0.0
332,10111,40.83335,-72.56641,0.0
333,12146,43.8057,-69.8727,0.0
334,798,41.356199,-70.789018,0.0
335,5305,38.125763,-74.842343,0.0
336,6890,41.5043,-71.3899,0.0
337,4243,41.00128,-72.698275,0.0
338,561,41.253293,-72.454833,0.0
339,6608,41.419,-72.43059,0.0
340,4255,41.008138,-72.572165,0.0
341,9606,40.67544,-74.07041,0.0
342,9729,40.97238,-73.07487,0.0
343,4075,40.934122,-73.921538,0.0
344,4160,40.971178,-72.957679,0.0
345,8967,40.85586,-72.42546,0.0
346,4013,40.910006,-72.472063,0.0
347,9048,40.9272,-72.5953,0.0
348,4273,41.019444,-72.108449,0.0
349,6571,41.26563,-72.57505,0.0
350,3922,40.834574,-72.494734,0.0
351,4382,41.07554,-72.387846,0.0
352,4248,41.005174,-72.593769,0.0
353,9717,40.96975,-73.11029,0.0
354,4176,40.975191,-72.878905,0.0
355,9046,40.9157,-72.5736,0.0
356,4052,40.925668,-72.205443,0.0
357,539,41.245621,-72.351882,0.0
358,4237,40.999343,-72.01892,0.0
359,4362,41.063143,-72.466494,0.0
360,415,41.210746,-72.466025,0.0
361,9142,40.9704,-73.6699,0.0
362,4179,40.976337,-72.057307,0.0
363,10584,38.68227,-76.18293,0.0
364,8014,39.23864,-75.9438,0.0
365,6522,41.17911,-73.10833,0.0043503269353537
366,4226,40.993962,-73.896437,0.0
367,3151,44.481069,-68.196303,0.0
368,4022,40.915051,-72.535719,0.0
369,6914,41.12555,-72.36377,0.0
370,4231,40.995631,-72.714135,0.0
371,9748,40.99323,-72.60784,0.0
372,9745,40.96701,-72.77375,0.0
373,4739,38.959047,-74.797133,0.0
374,6578,41.26111,-72.4582,0.0
375,2310,43.934403,-69.266701,0.0
376,6113,41.01,-73.22,0.0
377,4166,40.971835,-72.074373,0.0
378,9017,40.9046,-72.525,0.0
379,288,41.013267,-73.506787,0.0
380,538,41.245123,-72.499671,0.0
381,7477,41.00786,-73.59439,0.0
382,9009,40.99662,-72.32989,0.0
383,3931,40.841155,-72.451688,0.0
384,9742,40.96621,-72.86803,0.0
385,6611,41.48143,-72.50321,0.0
386,865,41.399936,-70.734283,0.0
387,4118,40.954507,-73.152347,0.0
388,4154,40.969417,-72.761218,0.0
389,6940,41.0261,-72.3841,0.0
390,7546,41.04181,-72.38623,0.0
391,8293,39.51258,-74.29492,0.0
392,9204,40.9528,-73.5891,0.0
393,6127,41.3,-72.07,0.0
394,552,41.250657,-72.421481,0.0
395,11779,43.6947,-70.15853,0.0
396,3840,40.768554,-72.731751,0.0
397,3719,40.636596,-73.157109,0.0
398,9052,40.99882,-72.58573,0.0
399,8968,40.85997,-72.4133,0.0
400,233,41.261599,-72.569803,0.0
401,4241,41.000618,-72.587264,0.0
402,102,41.990766,-70.086392,0.0
403,6938,41.0123,-72.4227,0.0
404,4071,40.932581,-72.452033,0.0
405,4278,41.020828,-72.410101,0.0
406,1069,41.475814,-70.249946,0.0040385664707802
407,7534,41.0043,-72.27931,0.0
408,4416,41.095436,-72.16669,0.0
409,4354,41.057027,-72.05664,0.0
410,2232,43.874434,-69.162264,0.0
411,4279,41.021415,-72.439047,0.0
412,7518,41.04306,-71.99601,0.0
413,4234,40.997016,-72.106432,0.0
414,1124,41.493267,-70.394036,0.0
415,4283,41.023225,-72.397867,0.0
416,6629,41.3296,-72.17947,0.0
417,4420,41.099827,-72.394804,0.0
418,6138,41.451667,-72.465,0.0
419,4084,40.938386,-72.547783,0.0
420,4296,41.028996,-72.120368,0.0
421,1989,43.649293,-70.253313,0.0
422,6070,39.58,-72.5,0.0
423,8970,40.871,-72.4321,0.0
424,4305,41.035455,-72.531694,0.0
425,7544,41.0215,-72.44476,0.0
426,10062,40.84326,-72.46216,0.0
427,4384,41.078836,-72.46391,0.0
428,6278,40.626667,-73.26,0.0
429,9715,40.96643,-73.14982,0.0
430,4174,40.974682,-73.034191,0.0
431,4388,41.079598,-71.931278,0.0065505009350318
432,7542,41.00836,-72.36783,0.0
433,497,41.236509,-72.38019,0.0
434,4221,40.988979,-72.965349,0.0
435,8965,40.84939,-72.44562,0.0
436,4036,40.920378,-72.552319,0.0
437,3686,40.614423,-73.278448,0.0
438,6905,41.01624,-72.55419,0.0
439,9730,40.97332,-73.07956,0.0
440,4246,41.003755,-72.323655,0.0
441,4288,41.025691,-72.544388,0.0
442,4271,41.018254,-72.06671,0.0
443,7535,41.00537,-72.29556,0.0
444,3429,40.82925,-72.53429,0.0
445,9126,40.8998,-73.5333,0.008557252468662
446,10949,37.4996,-75.9654,0.3377986853030922
447,7501,41.26934,-72.46073,0.0
448,6943,41.1155,-72.3238,0.0
449,8616,40.9748,-73.897,0.0
450,273,41.012086,-73.538983,0.0
451,8980,40.88168,-72.47511,0.0
452,5207,38.352489,-75.092001,0.0
453,9016,40.8984,-72.5095,0.0
454,4228,40.994567,-72.099805,0.0
455,228,41.245173,-72.512938,0.0
456,8250,40.7795,-72.4562,0.0
457,4239,41.000474,-73.899043,0.0
458,4475,41.142579,-72.35185,0.0
459,4265,41.013253,-72.369817,0.0
460,6909,41.07024,-72.45922,0.0
461,6929,41.05887,-72.37382,0.0
462,6926,41.04145,-72.2925,0.0
463,4238,41.000403,-72.375923,0.0
464,4088,40.940662,-73.913636,0.0
465,6988,41.0235,-72.05171,0.0
466,642,41.289211,-72.112626,0.0054258854807256
467,4264,41.012625,-72.578745,0.0
468,4419,41.097143,-72.30577,0.0
469,11870,44.5687,-67.8179,0.0
470,7915,42.41512,-70.97276,0.0
471,9688,40.93926,-73.46449,0.0
472,8973,40.8794,-72.4489,0.0
473,1652,42.089684,-70.154293,0.0
474,6619,41.58174,-72.64513,0.0
475,6481,41.01452,-73.6257,0.0796678234985666
476,557,41.251523,-72.374163,0.0
477,4161,40.971201,-72.850487,0.0
478,4907,39.529988,-73.67556,0.0
479,4267,41.014103,-72.375599,0.0
480,4422,41.102504,-72.400923,0.0
481,9202,40.9325,-73.6328,0.0
482,8611,40.8694,-73.9417,0.1013162034379508
483,1362,41.575665,-70.062806,0.0
484,9737,40.96473,-73.03455,0.0
485,4339,41.049168,-72.369402,0.0
486,9940,40.62274,-73.56196,0.0
487,9734,40.96246,-73.02225,0.0
488,9043,40.9542,-72.517,0.0
489,1809,42.635211,-70.568751,0.0
490,4163,40.971458,-72.101396,0.0
491,8997,40.86191,-72.53714,0.0
492,4099,40.942814,-73.323813,0.0
493,296,41.041184,-73.424269,0.0
494,6989,41.02098,-72.02377,0.0
495,4379,41.074206,-72.455848,0.0
496,7525,41.04487,-72.14393,0.0
497,4061,40.930129,-72.562189,0.0
498,4235,40.997282,-72.628286,0.0
499,7541,41.0049,-72.37357,0.0
500,9598,40.8363,-74.0361,0.0
501,4114,40.953587,-72.150256,0.0
502,6897,41.53077,-71.20912,0.0
503,4394,41.083302,-72.372993,0.0
504,4150,40.968657,-73.648555,0.0
505,9063,40.9696,-72.8386,0.0
506,9720,40.96834,-73.0977,0.0
507,8972,40.8818,-72.44012,0.0
508,3898,40.81086,-72.579372,0.0
509,9445,39.36415,-74.40416,0.0
510,11389,37.32553,-77.27699,0.0
511,4223,40.989247,-72.620168,0.0
512,9725,40.95828,-73.07934,0.0
513,9051,40.9183,-72.5896,0.0
514,4149,40.967962,-72.868062,0.0
515,6575,41.25022,-72.50733,0.0
516,6980,41.11186,-72.12788,0.0
517,3955,40.86475,-72.367149,0.0
518,7554,41.12818,-72.29604,0.0
519,4470,41.1372,-72.250819,0.0
520,549,41.24974,-72.465758,0.0
521,4158,40.970606,-73.893761,0.0
522,9143,40.9653,-73.6609,0.0620499999999992
523,9723,40.96361,-73.09492,0.0
524,464,41.228247,-72.450708,0.0
525,7145,41.1789,-72.3025,0.0
526,7533,41.00824,-72.26665,0.0
527,8991,40.83529,-72.5549,0.0
528,8930,40.7573,-72.8165,0.0
529,4929,39.612382,-74.172991,0.0
530,632,41.286334,-72.007171,0.0
531,1502,41.768063,-70.456444,0.0
532,9221,40.9681,-73.4322,0.0
533,6990,41.03395,-72.00701,0.0
534,9200,40.9068,-73.675,0.0
535,4041,40.921504,-73.2213,0.0228500159518455
536,9068,40.96682,-73.05698,0.0
537,6283,40.903333,-73.55,0.0185300017269276
538,6956,41.0152,-72.2846,0.0
539,2922,44.364448,-68.101887,5.068897438664392
540,9227,40.9569,-73.3227,0.0
541,3816,40.740024,-74.023377,0.5455483505427905
542,597,41.272883,-72.258053,0.0
543,4250,41.006547,-71.9767,0.0
544,6945,41.1068,-72.3122,0.0
545,9010,41.00031,-72.35848,0.0
546,9030,40.9276,-72.5383,0.0
547,1338,41.564615,-70.36254,0.0
548,10763,37.46273,-76.31167,0.0
549,8236,39.6073,-74.1032,0.0
550,505,41.237884,-72.520409,0.0
551,1268,41.539044,-70.380789,0.0
552,6574,41.2546,-72.52632,0.0
553,4314,41.041032,-72.339177,0.0
554,8988,40.84834,-72.51896,0.0
555,4247,41.004005,-72.357116,0.0
556,4236,40.998782,-72.681294,0.0
557,5937,40.75,-72.25,0.0
558,6609,41.42858,-72.43868,0.0
559,8969,40.87584,-72.42064,0.0
560,1027,41.462528,-71.033018,0.0
561,4168,40.972543,-73.152971,0.0
562,487,41.234962,-72.391922,0.0
563,10869,37.8083,-76.2918,0.0
564,4332,41.047422,-72.523137,0.0
565,4489,41.161863,-72.248991,0.1979934800567863
566,7568,41.06389,-72.27552,0.0
567,6946,41.0966,-72.2991,0.0
568,4399,41.085612,-71.855181,0.0
569,6935,41.0392,-72.374,0.0
570,5325,38.180004,-74.774269,0.0
571,11791,43.67185,-70.2073,0.806863479345293
572,8999,40.85241,-72.52345,0.0
573,4425,41.104202,-72.237543,0.0
574,7645,41.34486,-70.27481,0.0
575,4122,40.955041,-72.41314,0.0
576,8914,40.73391,-72.96582,0.0
577,5302,38.115257,-74.853542,0.0576661319883636
578,901,41.419467,-70.872519,0.0
579,4131,40.96338,-73.096355,0.0
580,903,41.42021,-69.890306,0.0
581,3949,40.859059,-72.383553,0.0
582,11036,36.463,-72.67,0.0989999999999966
583,9212,40.915,-73.5013,0.0963644156730023
584,4759,39.013159,-74.759106,0.0
585,9059,40.97173,-72.73079,0.0
586,4309,41.038126,-72.004846,0.0
587,5897,41.67,-69.75,0.1302183535307235
588,520,41.239944,-72.564191,0.0
589,4134,40.964291,-72.400096,0.0
590,3943,40.854413,-72.427914,0.0
591,3856,40.783539,-74.148376,0.0
592,6369,41.0524,-73.8856,0.0
593,9718,40.96856,-73.10232,0.0
594,9191,40.8834,-73.737,0.0
595,3937,40.849338,-72.444632,0.0
596,4164,40.971785,-72.975746,0.0
597,474,41.231785,-72.427352,0.0
598,7539,41.00012,-72.32674,0.0
599,6580,41.2724,-72.445,0.0
600,7520,41.02287,-72.0427,0.0
601,4269,41.016986,-72.325136,0.0
602,5940,40.67,-72.5,0.0
603,6281,40.91,-73.431667,0.0574202752828294
604,9007,40.99784,-72.10199,0.0
605,9205,40.9606,-73.5637,0.0
606,3906,40.821113,-72.518453,0.0
607,6656,41.30872,-72.0018,0.0
608,455,41.225269,-72.461617,0.0
609,7523,41.02107,-72.12797,0.0
610,5638,37.254213,-75.348024,0.0
611,3435,40.870741,-72.442308,0.0
612,3430,40.85,-72.52,0.0
613,3917,40.831031,-73.653074,0.0
614,9047,40.9232,-72.5825,0.0
615,4129,40.960475,-72.530639,0.0
616,9070,40.9692,-73.0765,0.0
617,270,41.018976,-73.536814,0.0
618,448,41.222494,-69.978643,0.0
619,6592,41.2815,-72.271,0.0
620,706,41.311751,-71.915192,0.0
621,2153,43.812081,-70.02252,0.0
622,4336,41.048736,-72.273098,0.0
623,4447,41.120124,-73.877032,0.0033202530024063
624,6582,41.2741,-72.4182,0.0
625,2482,44.0859,-68.648123,3.1514291292598613
626,6067,40.25,-71.0,0.0
627,4136,40.965757,-73.390752,0.0
628,4418,41.095653,-72.416452,0.0
629,430,41.218407,-72.468159,0.0
630,4260,41.011692,-71.986614,0.0
631,9724,40.96322,-73.08515,0.0
632,4173,40.974662,-72.896834,0.0
633,9008,40.99888,-72.3235,0.0
634,4931,39.618815,-73.7113,0.0
635,1590,41.962829,-70.098326,0.0
636,4103,40.94723,-72.533982,0.0
637,2326,43.946707,-69.583707,0.6676611261897757
638,8780,40.6707,-73.3179,0.0018150604520082
639,4319,41.042441,-71.881518,0.0
640,6953,41.0349,-72.3405,0.0
641,10064,40.88018,-72.35134,0.0
642,3649,40.589423,-73.469696,0.0
643,4111,40.95238,-73.491458,0.0
644,9073,40.9701,-73.1146,0.0
645,9028,40.9276,-72.5675,0.0
646,9672,40.81881,-73.65043,0.0
647,6936,41.0261,-72.358,0.0
648,6933,41.101,-72.3391,0.0
649,6934,41.0625,-72.3936,0.0
650,7519,41.03134,-72.01196,0.0
651,4925,39.591743,-73.711584,0.0
652,3422,40.800957,-72.66966,0.0
653,3437,40.88179,-72.34299,0.0
654,4368,41.067215,-72.402241,0.0
655,3375,40.9533,-73.4,0.0
656,6621,41.61333,-72.61684,0.0
657,151,41.407666,-70.917518,0.0
658,3983,40.888618,-72.302146,0.0
659,10500,38.0749,-74.46,0.0
660,6923,41.07753,-72.38778,0.0
661,9683,40.86285,-73.46409,0.0
662,4403,41.088922,-72.427941,0.0
663,8961,40.82863,-72.5136,0.0
664,7538,41.02043,-72.3271,0.0
665,9639,40.77086,-73.93769,0.0161387757996887
666,3673,40.604524,-73.904659,0.0
667,10068,40.93633,-72.20284,0.0
668,6119,41.09,-66.59,0.0
669,4263,41.012353,-71.941545,0.0
670,10494,38.8086,-73.1385,0.0
671,8957,40.80956,-72.60058,0.0
672,9062,40.96935,-72.82154,0.0
673,4101,40.944153,-73.903391,0.0
674,9674,40.80562,-73.6517,0.0
675,9061,40.96661,-72.79665,0.0
676,428,41.218077,-72.463032,0.0
677,9002,40.8339,-72.5321,0.0
678,4376,41.073252,-72.374831,0.0
679,9744,40.96758,-72.80985,0.0
680,907,41.421953,-69.965117,0.0
681,513,41.23899,-72.635166,0.0
682,8941,40.78991,-72.7575,0.0
683,4047,40.923757,-73.180878,0.0
684,518,41.239686,-72.764251,0.0
685,4142,40.9663,-72.904041,0.0
686,6927,41.0632,-72.3594,0.0
687,6606,41.3571,-72.3813,0.0
688,11239,36.2707,-75.9531,0.0
689,4408,41.091953,-72.433846,0.0
690,1967,43.527396,-70.312782,0.0
691,3868,40.796445,-72.629946,0.0
692,6959,41.0588,-72.2606,0.0
