Cluster_Number,Node_Index,Node_Latitude,Node_Longitude,Distance
693,6367,41.006,-73.8912,0.0
694,7239,41.71743,-69.94801,0.0
695,8996,40.84353,-72.57029,0.0
696,4285,41.024033,-72.033483,0.0
697,4095,40.942396,-73.683861,0.0
698,8990,40.8383,-72.5431,0.0
699,4280,41.021698,-72.298894,0.0
700,4413,41.093455,-72.410844,0.0
701,282,40.994854,-73.572375,0.0
702,7545,41.02783,-72.41036,0.0
703,2328,43.948016,-69.578624,0.0
704,9049,40.9135,-72.6148,0.0
705,6969,41.0072,-72.1015,0.0
706,8899,40.7392,-72.9483,0.0
707,10480,38.2122,-74.4583,0.901789888415473
708,6957,41.0261,-72.2613,0.0
709,4455,41.124564,-72.174994,0.0
710,354,41.170999,-70.026244,0.0
711,8975,40.8688,-72.4728,0.0
712,10372,38.70284,-76.17239,0.0
713,7254,41.4817,-70.4093,0.0
714,4818,39.233927,-73.960831,0.277672716694037
715,4259,41.010989,-73.883301,0.0
716,699,41.30623,-71.946827,0.0
717,4123,40.95651,-73.156168,0.0
718,548,41.249588,-72.36255,0.0
719,10066,40.90981,-72.27148,0.0
720,8966,40.8529,-72.43472,0.0
721,2141,43.803318,-69.866769,0.0790903758904962
722,9064,40.9665,-72.8594,0.0
723,8692,40.5687,-73.88295,0.0
724,726,41.320655,-69.974696,0.0
725,4249,41.0056,-72.002821,0.0
726,4232,40.995645,-72.646239,0.0
727,6963,41.0857,-72.1799,0.0
728,4032,40.918848,-73.197747,0.0239865091926614
729,556,41.251443,-72.397999,0.0
730,6579,41.27213,-72.45435,0.0
731,7531,41.01792,-72.25195,0.0
732,7527,41.03608,-72.189,0.0
733,8995,40.8241,-72.5635,0.0
734,4919,39.566741,-73.698812,0.0
735,6686,41.33373,-71.89428,0.0037878656959612
736,4452,41.121961,-72.375654,0.0
737,8593,40.8719,-73.9097,0.0
738,7190,41.6151,-70.0055,0.0
739,452,41.223959,-72.45586,0.0
740,10118,40.87283,-72.44555,0.0
741,6348,37.383333,-77.378333,0.0
742,4282,41.022785,-72.094124,0.0
743,6480,41.004,-73.6427,0.0
744,7536,41.02413,-72.30069,0.0
745,2435,44.03748,-68.870727,4.21527768970589
746,275,41.019768,-73.596534,0.0
747,4442,41.116121,-72.246168,0.0
748,271,41.013535,-73.531232,0.0
749,6911,41.08912,-72.4155,0.0
750,6462,41.0336,-73.5103,0.2074826378278444
751,1500,41.762889,-70.446627,0.0
752,3438,41.1367,-72.3067,2.3334523775509317e-05
753,8624,40.59206,-74.00083,0.913059026708762
754,3998,40.901208,-72.27007,0.0
755,976,41.448455,-71.313115,0.0
756,9676,40.84929,-73.65354,0.0
757,1397,41.597529,-70.217328,0.0
758,9060,40.9688,-72.7483,0.0
759,9087,40.9259,-73.3943,0.0
760,9050,40.9281,-72.6086,0.0
761,5999,38.08,-74.83,0.0
762,8303,39.8248,-74.1384,0.0
763,3215,44.517352,-67.803756,0.0
764,9085,40.95751,-73.39591,0.0
765,9233,40.87032,-72.37807,0.0
766,6505,41.19246,-73.06116,0.0
767,224,41.264328,-72.473153,0.0
768,2418,44.024558,-68.660459,0.0
769,6928,41.045,-72.3471,0.0
770,6641,41.38522,-72.09006,0.0010005226446791
771,9020,40.9524,-72.5414,0.0
772,6570,41.26629,-72.5939,0.0
773,355,41.171505,-71.616535,0.0
774,6937,41.0152,-72.3398,0.0
775,7094,41.0939,-72.7875,0.0
776,7569,41.05267,-72.30785,0.0
777,4312,41.038497,-72.357367,0.0
778,9508,39.6593,-74.2147,0.0
779,4276,41.020674,-72.258357,0.0
780,4277,41.020782,-73.888738,0.0
781,479,41.233927,-70.01856,0.0
782,563,41.255194,-72.443266,0.0
783,7516,41.04683,-71.95759,0.0
784,9077,40.9289,-73.1663,0.0
785,3440,40.927951,-72.206998,0.0
786,4398,41.084857,-72.170175,0.0
787,9736,40.96596,-73.02629,0.0
788,4648,38.64655,-74.634303,0.0
789,3128,44.47165,-67.538785,0.0
790,7481,41.0186,-73.51881,0.0
791,8971,40.8644,-72.4224,0.0
792,3439,41.0033,-72.2967,0.0
793,7547,41.05125,-72.39746,0.0
794,6566,41.25965,-72.65286,0.0
795,3968,40.875293,-72.361264,0.0
796,7482,41.03472,-73.5041,0.0
797,7567,41.09134,-72.31656,0.0
798,7529,41.04754,-72.23033,0.0
799,6612,41.5044,-72.5524,0.0
800,8938,40.7764,-72.7713,0.0
801,4451,41.121895,-72.325002,0.0
802,12107,43.91235,-69.72101,0.0967219085564213
803,3900,40.812003,-72.552433,0.0
804,3980,40.886754,-73.75502,0.0
805,1242,41.530864,-70.444185,0.0
806,7101,41.2304,-72.1993,0.0
807,562,41.254921,-72.431437,0.0
808,6616,41.56213,-72.60531,0.0
809,4472,41.14073,-72.330153,0.0
810,9231,40.9871,-73.0195,0.0
811,618,41.280351,-72.139887,0.0
812,4153,40.969101,-72.939813,0.0
813,286,41.006945,-73.52861,0.0
814,7563,41.0847,-72.36084,0.0
815,4156,40.970375,-72.993733,0.0
816,462,41.227567,-72.384709,0.0
817,4469,41.136507,-72.14728,0.0
818,9703,40.93339,-73.37639,0.0
819,9984,40.63817,-73.53977,0.0
820,3843,40.774294,-72.687713,0.0
821,4010,40.908516,-73.500762,0.0
822,8984,40.863,-72.4441,0.0
823,4043,40.922145,-73.268645,0.0
824,541,41.245996,-72.317822,0.0
825,3876,40.800933,-72.6129,0.0
826,3905,40.816098,-72.535231,0.0
827,6901,41.5283,-71.0956,0.1679251437974752
828,768,41.33842,-71.678298,0.0
829,4107,40.947997,-72.139452,0.0
830,3402,40.9633,-73.04,0.0
831,6591,41.2769,-72.2875,0.0
832,3963,40.870828,-72.350971,0.0
833,9735,40.96524,-73.03671,0.0
834,4144,40.967209,-73.904463,0.0
835,4383,41.077586,-72.230593,0.0
836,8989,40.8449,-72.5352,0.0
837,9697,40.91388,-73.35555,0.0
838,3792,40.714349,-74.10799,0.1099257533037656
839,4359,41.062147,-72.376527,0.0
840,12045,43.9805,-69.2573,0.4090432723221276
841,9094,40.8927,-73.4213,0.0
842,4100,40.943428,-73.156484,0.0
843,634,41.287303,-72.194275,0.0
844,7149,41.1712,-72.1601,0.0
845,7475,41.00389,-73.61705,0.0
846,6528,41.2427,-72.9024,0.0
847,7532,41.00537,-72.18506,0.0
848,4320,41.042588,-72.216703,0.0
849,8613,40.9117,-73.9218,0.0
850,11876,44.5285,-67.8616,0.0
851,6148,39.048333,-75.183333,0.0
852,252,41.140594,-73.183439,0.7156195287925377
853,695,41.30593,-69.963501,0.0
854,9916,40.61057,-73.57969,1.0987396665071487
855,6623,41.66618,-72.62732,0.0115103518625639
856,4940,39.664755,-73.676955,0.0
857,465,41.228517,-69.969819,0.0
858,4446,41.117973,-72.29935,0.0
859,2231,43.871743,-69.126216,0.0
860,9215,40.9552,-73.5286,0.0
861,4286,41.024408,-73.879492,0.0
862,4064,40.930725,-73.715548,0.0958765008813449
863,3460,40.187584,-74.002603,0.0
864,482,41.234221,-72.681601,0.0
865,7561,41.18581,-72.17899,0.0
866,6932,41.10418,-72.32526,0.0
867,3619,40.571187,-73.555656,0.026197423752147
868,7250,41.117,-70.237,0.0
869,9144,40.9493,-73.6789,0.0
870,4048,40.924026,-72.231799,0.0
871,6426,42.2722,-73.7978,0.0169596150950875
872,4115,40.953793,-72.123077,0.0
873,8672,40.64113,-73.88116,0.0
874,682,41.301442,-72.068322,0.0
875,3891,40.806731,-72.56908,0.0
876,4303,41.034221,-72.306262,0.0
877,217,41.317747,-72.185388,0.0
878,361,41.175052,-70.025415,1.9438925001481604
879,7550,41.1062,-72.35481,0.0
880,8998,40.8498,-72.5418,0.0
881,8992,40.8275,-72.5755,0.0
882,3950,40.859843,-72.411383,0.0
883,6960,41.0726,-72.2432,0.0
884,10071,40.96952,-72.1112,0.0
885,3910,40.824704,-72.528403,0.0
886,4133,40.963683,-73.662826,0.0
887,8994,40.81924,-72.58488,0.0
888,4894,39.489147,-73.717779,0.2940829819328276
889,4341,41.050499,-72.307927,0.0
890,6615,41.55644,-72.57103,0.0
891,4266,41.014082,-73.896747,0.0
892,7572,41.06561,-72.08358,0.0
893,3954,40.864264,-72.394288,0.0
894,469,41.229855,-72.438986,0.0
895,4342,41.050798,-72.171481,0.0
896,9276,39.57092,-76.0821,0.0
897,4406,41.090679,-72.235808,0.0
898,8631,40.588,-73.9136,0.0
899,6613,41.52455,-72.55605,0.0
900,9091,40.90206,-73.38153,0.0569306790950372
901,4119,40.954633,-73.676394,0.0
902,4463,41.130884,-72.359739,0.0
903,9671,40.83355,-73.65163,0.0
904,9741,40.96704,-72.93205,0.0
905,4897,39.496817,-73.703114,0.0
906,9827,40.56562,-73.91365,0.0
907,12089,43.94122,-69.58361,0.0
908,6568,41.26682,-72.62537,0.0
909,5908,41.25,-71.33,0.0
910,8958,40.79171,-72.64851,0.0
911,4020,40.913747,-72.237972,0.0
912,8515,40.6559,-74.048,0.0
913,9120,40.82871,-73.6499,0.0
914,6583,41.26944,-72.40454,0.0
915,4085,40.93866,-73.449509,0.0
916,5293,38.090332,-74.85628,0.0
917,220,41.291232,-72.346836,0.0
918,380,41.188939,-71.557746,0.0238881959186932
919,4281,41.022443,-71.953325,0.0
920,7098,41.1904,-72.4581,0.0
921,5359,38.347583,-74.697952,0.0
922,3812,40.735275,-72.849449,0.000372862575214
923,287,41.009641,-73.517602,0.0
924,6947,41.0966,-72.2766,0.0
925,9485,39.55457,-74.40771,0.0
926,3675,40.604767,-73.400665,0.0
927,284,41.002504,-73.551316,0.0
928,7138,41.2032,-72.923,0.0010439829979413
929,10069,40.94986,-72.16444,0.0
930,7526,41.05415,-72.15754,0.0
931,6984,41.02676,-72.19557,0.0
932,5941,40.67,-72.58,0.0
933,7571,41.0852,-72.0866,0.0
934,6987,41.10433,-72.09097,0.0
935,3740,40.649629,-74.025999,0.0
936,4060,40.929678,-73.186957,0.0
937,3932,40.843565,-73.962734,0.0950309380814515
938,9386,39.16135,-74.69855,0.0
939,622,41.280519,-70.823409,1.3272304726614557
940,4307,41.036624,-72.200485,0.0
941,3965,40.874047,-73.716386,0.036186516685258
942,9962,40.61045,-73.54933,0.0019984994370785
943,6978,41.0632,-72.2061,0.0
944,1050,41.470337,-70.5368,0.0
945,689,41.303304,-71.986118,0.0
946,3903,40.814981,-73.932975,0.0720774717339244
947,9826,40.57237,-73.87198,0.0
948,9224,40.9607,-73.2296,0.0
949,9727,40.95153,-73.07819,0.0
950,434,41.220256,-72.711573,0.0
951,11908,44.3467,-68.314,0.0
952,7629,41.29859,-70.07315,0.0
953,3992,40.897586,-73.511654,0.0
954,7537,41.04157,-72.32124,0.0
955,5962,39.92,-73.83,0.0
956,8678,40.60457,-73.90093,0.0
957,4082,40.93774,-73.370503,0.0
958,3717,40.633168,-73.17453,0.0
959,4120,40.954784,-73.08245,0.0
960,9203,40.9411,-73.6113,0.0
961,231,41.249516,-72.553737,0.0
962,11671,43.77987,-69.58477,0.0
963,11044,37.23,-72.675,0.0
964,391,41.195742,-70.007691,0.0
965,586,41.266607,-71.975407,0.0014568535349257
966,8255,39.0176,-73.9224,1.1124102166017735
967,4448,41.120303,-72.278927,0.0
968,12599,43.02234,-70.72069,0.309274771584316
969,2315,43.939291,-69.580955,0.0979957176112314
970,4436,41.111234,-72.384917,0.0
971,4270,41.017263,-71.970082,0.0
972,9798,40.64441,-73.75006,0.056827624728517
973,7549,41.09115,-72.37655,0.0
974,4094,40.942274,-72.15587,0.0
975,475,41.232102,-72.361674,0.0
976,3939,40.850888,-72.417992,0.0
977,9069,40.97054,-73.06827,0.0
978,9828,40.55755,-73.93691,0.7910355875578616
979,7530,41.04229,-72.24311,0.0
980,7566,41.07009,-72.28822,0.0
981,4324,41.044602,-71.887284,0.0
982,4654,38.685722,-74.6195,0.0
983,7156,41.28515,-70.08972,0.0
984,310,41.088712,-73.321484,0.0
985,11042,37.027,-72.67,0.0
986,9956,40.608,-73.56888,0.0
987,6289,40.8,-73.873333,0.0025622896878446
988,11780,43.70321,-70.14724,0.0
989,9721,40.96661,-73.09474,0.0
990,3944,40.855292,-72.400905,0.0
991,4251,41.006978,-72.106135,0.0
992,4754,39.000457,-74.765765,0.0
993,4024,40.91616,-73.215305,0.009052549709884
994,5850,43.92,-68.75,0.8006800158897038
995,4030,40.91778,-73.503753,0.0
996,4017,40.912786,-73.493668,0.0119650392997486
997,10741,37.4972,-76.3142,0.0
998,3396,40.95017,-73.07629,0.0
999,4344,41.05171,-72.101827,0.0
1000,6482,41.02059,-73.59603,0.0
1001,3981,40.887011,-72.328599,0.0
1002,5838,44.25,-67.83,0.0
1003,6288,40.961667,-73.671667,0.0
1004,5919,41.17,-71.42,0.0
1005,4438,41.113155,-72.079795,0.0
1006,4373,41.072683,-72.171354,0.0
1007,10368,38.67505,-75.94852,1.4328585331752912
1008,4252,41.007355,-72.087529,0.0
1009,4005,40.905323,-73.738156,0.0663185005447139
1010,3441,41.035,-72.19,0.0
1011,10909,37.7604,-76.1421,0.2472596044313594
1012,6879,41.4769,-71.3493,0.0
1013,5920,41.08,-69.67,0.0
1014,5146,38.952947,-76.394181,0.0
1015,4138,40.966066,-72.88597,0.0
1016,8985,40.8546,-72.4516,0.0
1017,6965,41.0705,-72.1371,0.0
1018,8955,40.8073,-72.6201,0.0
1019,7528,41.03799,-72.21026,0.0
1020,7492,41.05785,-73.40399,0.0
1021,3986,40.892892,-72.312279,0.0
1022,9733,40.96264,-73.03105,0.0
1023,4391,41.080922,-72.27606,0.0
1024,528,41.241713,-72.328298,0.0
1025,4356,41.060232,-72.176117,0.0
1026,12367,44.10575,-68.53215,0.0
1027,4449,41.120494,-72.371568,0.0
1028,6614,41.54506,-72.55126,0.0
1029,6585,41.2618,-72.37894,0.0
1030,7573,41.11894,-72.1217,0.366650039410873
1031,218,41.328245,-72.180243,0.0
1032,3948,40.858411,-73.654845,0.0
1033,666,41.297147,-69.960908,0.0
1034,1517,41.803271,-70.504761,0.0538181170301247
1035,1926,43.333564,-70.511706,0.03406284688997
1036,9915,40.61554,-73.5858,0.0
1037,7551,41.11444,-72.33665,0.0
1038,4349,41.054534,-72.401987,0.0
1039,9163,40.7971,-73.9056,0.0
1040,3810,40.731645,-73.963333,0.5298705638453656
1041,4015,40.911612,-72.264016,0.0
1042,6573,41.24664,-72.54637,0.0
1043,7446,41.4024,-70.8123,0.0
1044,4124,40.957712,-73.659266,0.0
1045,9003,40.83122,-72.58164,0.0
1046,4140,40.966183,-72.090838,0.0
1047,8762,40.64186,-73.55485,0.0
1048,4825,39.267632,-74.532859,1.7104035021788155
1049,6596,41.30432,-72.20078,0.0
1050,8945,40.7923,-72.7041,0.0
1051,1100,41.485532,-70.616181,0.0
1052,3767,40.680992,-72.987452,0.005050182174926
1053,7747,41.62872,-71.3379,0.0018752415357981
1054,6607,41.39085,-72.41458,0.0
1055,4087,40.938997,-73.494836,0.0
1056,1740,42.360184,-71.032995,0.9180373382782726
1057,744,41.325384,-69.966978,0.0
1058,9216,40.9197,-73.3693,0.0
1059,3987,40.893956,-73.536796,0.0017522237300033
1060,4478,41.147384,-72.224971,0.0
1061,263,41.102806,-73.346482,0.131643849552494
1062,4125,40.959552,-72.133974,0.0
1063,4105,40.947903,-73.46272,0.0
1064,10043,40.62394,-73.4999,0.0135527659242483
1065,564,41.255709,-72.297803,0.0
1066,9950,40.60388,-73.56504,0.0
1067,10874,37.86795,-76.40351,0.0
1068,9716,40.97014,-73.12886,0.0
1069,9065,40.9639,-72.8753,0.0
1070,4261,41.011819,-72.287615,0.0
1071,454,41.225144,-72.420246,0.0
1072,10931,37.8088,-75.8385,0.0
1073,4031,40.917938,-72.247991,0.0
1074,8960,40.8082,-72.58903,0.0
1075,10054,40.63768,-73.3058,0.0
1076,4104,40.94771,-72.166591,0.0
1077,4727,38.925262,-74.870492,0.0552405934898493
1078,1026,41.462415,-70.515596,0.0055815402220096
1079,4152,40.969007,-72.921754,0.0
1080,7552,41.13272,-72.32375,0.0
1081,6920,41.12555,-72.26975,0.0
1082,4146,40.967597,-73.052007,0.0
1083,453,41.224202,-72.432095,0.0
1084,8056,39.52999,-76.08363,0.0
1085,4062,40.930244,-72.215691,0.0
1086,6624,41.6804,-72.6095,0.0
1087,10843,37.69575,-76.59815,0.0
1088,4843,39.319198,-73.941947,0.0
1089,9245,40.296,-72.702,0.0
1090,10030,40.6071,-73.55825,0.0
1091,9700,40.92778,-73.37728,0.0
1092,610,41.279101,-72.23858,0.0
1093,4056,40.926611,-73.517536,0.0
1094,2355,43.967661,-69.276903,0.4756814176657464
1095,7524,41.02801,-72.1359,0.0
1096,3827,40.750952,-72.772359,0.0
1097,10059,40.7605,-72.75743,0.0011830997421987
1098,9119,40.82372,-73.64809,0.0
1099,3970,40.876783,-72.334713,0.0
1100,4437,41.112396,-72.388582,0.0
1101,294,41.036346,-73.447052,0.0
1102,4304,41.034254,-73.885369,0.0
1103,9075,40.9458,-73.1491,0.0
1104,4147,40.967615,-72.797102,0.0
1105,3436,41.10096,-72.36134,0.0
1106,262,41.109827,-73.321998,0.0432636938147859
1107,6071,39.0,-72.92,0.0
1108,3941,40.852845,-73.736335,0.1226857494640752
1109,8753,40.59727,-73.58638,0.0
1110,9242,39.934,-72.836,0.0
1111,646,41.289573,-71.96274,0.0
1112,7099,41.1998,-72.3522,0.0
1113,11798,43.66104,-70.20075,0.1861207790113129
1114,4360,41.062776,-72.272264,0.0
1115,1028,41.462966,-70.226419,0.0
1116,3791,40.713027,-74.029923,0.0
1117,4091,40.941853,-72.182938,0.0
1118,297,41.044981,-73.413514,0.0
1119,10657,36.82226,-76.55768,5.6351208054941
1120,3879,40.801857,-72.58593,0.0
1121,3904,40.815158,-72.562234,0.0
1122,7785,41.48316,-71.03357,0.0
1123,4254,41.007443,-72.117668,0.0
1124,9726,40.95034,-73.07137,0.0
1125,6916,41.15721,-72.2915,0.0
1126,11046,37.422,-72.658,0.0
1127,5692,37.565616,-75.158767,0.2162011542326272
1128,8586,40.75109,-73.96316,0.0
1129,3634,40.578864,-74.207178,0.0004859629615525
1130,445,41.222035,-72.627928,0.0
1131,201,41.32358,-71.771375,0.5928811900890366
1132,4439,41.113464,-72.337609,0.0
1133,8909,40.7876,-72.66281,0.0
1134,734,41.323931,-72.081398,0.0021363986636395
1135,6931,41.085,-72.3522,0.0
1136,6912,41.09819,-72.39674,0.0
1137,5939,40.67,-72.42,0.0
1138,4009,40.907826,-72.254257,0.0
1139,7478,41.01335,-73.55806,0.0
1140,139,41.30765,-70.106619,0.0022870796502412
1141,292,41.033149,-73.469718,0.0
1142,3887,40.805238,-72.595805,0.0
1143,7480,41.01837,-73.53599,0.0
1144,6995,41.07806,-71.89301,0.0
1145,6125,41.13,-72.65,0.0
1146,26,43.749796,-69.778323,0.0
1147,4108,40.949049,-73.673139,0.0
1148,478,41.233434,-72.415644,0.0
1149,6520,41.25457,-73.08684,0.0
1150,4287,41.024576,-72.075896,0.0
1151,7497,41.24996,-72.74248,0.0
1152,3562,40.511932,-73.907215,1.4638885025104829
1153,6930,41.0726,-72.3711,0.0
1154,887,41.414051,-70.719544,0.0
1155,8529,40.78406,-74.14869,0.0
1156,1068,41.4755,-71.366056,0.0
1157,559,41.252141,-72.041265,0.0
1158,3428,40.857933,-72.536741,0.0
1159,289,41.019418,-73.499414,0.0
1160,553,41.250695,-72.409878,0.0
1161,11826,44.6094,-67.5431,0.0
1162,4083,40.938122,-73.683645,0.0
1163,1398,41.597611,-70.11771,0.0042955893677683
1164,4299,41.032467,-72.13175,0.0
1165,235,41.263104,-72.811165,0.0
1166,6967,41.0356,-72.1182,0.0
1167,4003,40.905199,-72.279986,0.0
1168,4033,40.919614,-72.221649,0.0
1169,962,41.444623,-69.958646,0.0
1170,7503,41.2886,-72.25199,0.0
1171,7116,41.4116,-71.0675,0.0
1172,9158,40.9439,-73.7019,0.0
1173,10442,38.62764,-76.20956,0.0
1174,274,41.013188,-73.547286,0.0
1175,6563,41.2489,-72.67968,0.0
1176,4257,41.01003,-72.104616,0.0
1177,8099,39.3849,-75.476,0.0
1178,686,41.303173,-72.167753,0.0020015658314898
1179,897,41.41779,-70.908198,0.0
1180,4476,41.144452,-72.133185,0.0
1181,6584,41.2644,-72.3944,0.0
1182,619,41.280357,-72.215232,0.0
1183,11966,44.0597,-68.5773,0.0
1184,4128,40.960008,-73.036959,0.0
1185,4411,41.092976,-72.058682,0.0
1186,3976,40.88261,-72.318373,0.0
1187,4067,40.931071,-72.188844,0.0
1188,4046,40.923187,-73.371166,0.0050870454342268
1189,503,41.237353,-72.368346,0.0
1190,6183,43.69,-70.17,0.0
1191,9220,40.9521,-73.4236,0.0
1192,5948,40.5,-73.17,0.0
1193,10636,38.413,-75.8482,0.0
1194,6991,41.0494,-71.9859,0.0
1195,89,42.201942,-70.703993,0.0
1196,4117,40.954409,-73.380754,0.0
1197,4300,41.033136,-72.257607,0.0
1198,9914,40.61749,-73.59279,0.0
1199,4301,41.033374,-71.920164,0.0
1200,6941,41.0857,-72.3696,0.0
1201,4498,41.187922,-72.181248,0.0
1202,7137,41.0199,-73.0563,0.0
1203,727,41.320958,-69.962765,0.0
1204,7143,41.2417,-72.3153,0.0
1205,6986,41.09665,-72.14369,0.0
1206,9743,40.9704,-72.84264,0.0
1207,4575,39.91604,-75.13008,2.229253484105667
1208,1088,41.482516,-70.592956,0.0
1209,363,41.175795,-73.046003,0.0
1210,416,41.21076,-72.975201,0.0
1211,9814,40.60936,-73.78752,0.0044596221348677
1212,3213,44.516199,-68.793707,0.3040689224185285
1213,4321,41.043256,-72.082861,0.0
1214,3913,40.826111,-73.802464,0.065578004576613
1215,4402,41.088554,-72.11536,0.0
1216,9072,40.95341,-73.11,0.0
1217,9728,40.96664,-73.0797,0.0
1218,390,41.19482,-72.136644,0.0
1219,5943,40.58,-72.75,0.0
1220,4293,41.027917,-71.936744,0.0
1221,4728,38.931685,-74.854943,0.0
1222,905,41.421322,-70.001055,0.0
1223,9006,40.99779,-72.09164,0.0
1224,4441,41.113704,-72.294729,0.0
1225,6508,41.20109,-73.0427,0.0
1226,4481,41.148879,-72.318469,0.0
1227,2192,43.845684,-69.175187,0.0059213016516682
1228,4132,40.963524,-73.400019,0.0
1229,6692,41.30887,-71.87334,0.0
1230,10730,37.33605,-76.2562,0.0
1231,437,41.221253,-72.890192,0.0003227307099031
1232,9646,40.798465,-73.89753,0.0
1233,6484,41.0287,-73.5381,0.0
1234,4130,40.960558,-73.911863,0.0
1235,4832,39.29144,-73.999956,0.2691665524907872
1236,6604,41.3338,-72.3568,0.0
1237,3361,40.8633,-73.655,1.649999999386864e-05
1238,3918,40.831405,-73.716635,0.0012481259231328
1239,512,41.238966,-72.575964,0.0
1240,825,41.372362,-71.468927,0.0
1241,7517,41.0426,-71.97357,0.0
1242,3934,40.845974,-72.434837,0.0
1243,3755,40.664754,-73.036965,0.4264967581489313
1244,3974,40.881199,-72.344962,0.0
1245,199,41.329607,-71.719685,0.0
1246,6654,41.31081,-72.0147,0.0
1247,509,41.238865,-72.356623,0.0
1248,7576,41.42578,-70.92827,0.0
1249,6560,41.26191,-72.63175,0.0
1250,7556,41.17282,-72.19272,0.0
1251,2366,43.974958,-69.270982,0.0
1252,9326,39.32759,-75.33022,0.0
1253,7560,41.16514,-72.19995,0.0
1254,4069,40.931319,-73.35498,0.0
1255,6610,41.45283,-72.46503,0.0
1256,293,41.033844,-73.458302,0.0
1257,9071,40.95135,-73.10044,0.0
1258,5942,40.58,-72.67,0.0
1259,5777,37.829178,-75.387215,0.8751857147577315
1260,3897,40.810569,-74.033105,0.081432047117588
1261,11725,43.78446,-70.10937,0.0247879310462863
1262,633,41.286862,-72.147481,0.0
1263,4313,41.039993,-72.111536,0.0
1264,3969,40.875627,-73.666222,0.0
1265,7483,41.03741,-73.48681,0.0
1266,10865,37.7927,-76.2972,0.2892534047559176
1267,7142,41.0827,-72.8307,0.0
1268,8993,40.82036,-72.57904,0.0
1269,399,41.203244,-72.673589,0.0
1270,8251,40.8233,-72.2722,0.0
1271,2243,43.882519,-69.156984,0.3113578038530418
1272,3870,40.797724,-72.60312,0.0
1273,3886,40.804946,-73.892121,0.0263299159560023
1274,921,41.429851,-70.708162,0.0
1275,4335,41.04798,-72.184219,0.0
1276,4323,41.044227,-72.140633,0.0
1277,1353,41.570502,-70.218647,0.0056088429510821
1278,4298,41.031903,-72.072001,0.0
1279,6556,41.24597,-72.7138,0.0
1280,9074,40.95954,-73.14866,0.0
1281,9764,40.60772,-73.91785,0.0
1282,10418,38.2383,-76.0016,0.0
1283,411,41.208579,-72.65059,0.0
1284,5938,40.75,-72.33,0.0
1285,198,41.330539,-71.701611,0.0
1286,9117,40.90077,-73.61556,0.0
1287,9097,40.91325,-73.45113,0.0716832650667179
1288,10764,37.46218,-76.29423,3.126816835012612
1289,4348,41.053153,-72.215118,0.0
1290,3468,40.29521,-73.974504,0.0039573026015226
1291,2370,43.977808,-69.065104,3.2085931956353906
1292,8816,40.7246,-73.1394,0.0005421742237385
1293,3991,40.896344,-73.64328,0.0
1294,396,41.200983,-69.998008,0.0
1295,3624,40.572371,-73.716156,0.0
1296,558,41.251545,-72.386083,0.0
1297,7164,41.27702,-70.24042,0.0
1298,4444,41.116608,-72.185776,0.0
1299,8615,40.9549,-73.9048,0.0
1300,6981,41.016,-72.1894,0.0
1301,248,41.162507,-73.091438,0.0
1302,4487,41.160247,-72.266989,0.0
1303,4315,41.041049,-72.183699,0.0
1304,3421,40.78932,-72.68511,0.0
1305,3979,40.884953,-73.65323,0.0
1306,7096,41.141,-72.6275,0.0
1307,6962,41.1024,-72.1974,0.0
1308,6557,41.25474,-72.77276,0.0
1309,6620,41.59656,-72.63331,0.0
1310,942,41.437544,-70.930984,0.0
1311,4021,40.914378,-73.53858,0.0381200199501443
1312,9066,40.9634,-72.8974,0.0
1313,6600,41.27797,-72.36053,0.0
1314,4464,41.132377,-72.363938,0.0
1315,7595,41.44376,-70.84733,0.0
1316,11179,36.89158,-76.289013,0.0
1317,11898,44.4944,-67.9726,0.0
1318,713,41.314973,-72.080276,0.0
1319,9732,40.9625,-73.03891,0.0
1320,8312,39.6172,-74.25975,0.1271776539247247
1321,9219,40.9345,-73.4177,0.0
1322,6760,41.70735,-71.3549,0.0914947599768358
1323,4002,40.904101,-73.628877,0.1479936885444719
1324,3689,40.615712,-73.296328,0.015254364314022
1325,9279,39.32229,-76.14566,0.0
1326,3822,40.746276,-72.789299,0.0
1327,4059,40.929417,-73.697601,0.0
1328,1095,41.484451,-71.230751,0.0099783804608974
1329,250,41.153759,-73.174165,0.0002760289839848
1330,3444,41.0483,-71.96,1.650000000097407e-05
1331,6590,41.2741,-72.3017,0.0
1332,3927,40.839373,-73.806968,0.9684553431279356
1333,6605,41.34714,-72.36457,0.0
1334,8412,40.42327,-74.35651,0.0
1335,3984,40.89066,-73.513107,0.0
1336,9537,40.18773,-74.01546,0.0
1337,7100,41.2186,-72.2722,0.0
1338,268,41.036604,-73.543615,0.0
1339,1122,41.492406,-71.094105,0.0
1340,6921,41.1264,-72.2904,0.0
1341,4157,40.970551,-73.100037,0.0
1342,8544,40.75676,-74.09423,0.0
1343,6725,41.38134,-71.53387,0.0
1344,10063,40.86457,-72.39549,0.0
1345,10482,38.2383,-73.0777,0.0115466685912319
1346,9476,39.57397,-74.44935,0.0
1347,7093,41.0633,-72.8699,0.0
1348,2140,43.803258,-70.0402,0.0
1349,266,41.052799,-73.430025,0.0
1350,9223,40.9494,-73.1868,0.0
1351,11715,43.8043,-70.02696,2.055254921896569
1352,6564,41.24656,-72.67238,0.0
1353,4012,40.909384,-73.612219,0.1385044261178982
1354,2476,44.081065,-68.658365,0.0
